230.0	32	32.0
73.0	43	32.0
167.0	22	32.0
230.0	32	32.0
230.0	32	32.0
87.0	71	32.0
152.0	50	32.0
230.0	32	32.0
153.0	73	32.0
230.0	32	32.0
172.0	24	32.0
230.0	32	32.0
104.0	13	32.0
230.0	32	32.0
107.0	27	32.0
230.0	32	32.0
144.0	11	32.0
230.0	32	32.0
230.0	32	32.0
98.0	58	32.0
159.0	41	32.0
230.0	32	32.0
163.0	55	32.0
230.0	32	32.0
230.0	32	32.0
103.0	15	32.0
140.0	38	32.0
230.0	32	32.0
93.0	11	32.0
145.0	18	32.0
230.0	32	32.0
81.0	55	32.0
230.0	32	32.0
105.0	59	32.0
230.0	32	32.0
109.0	22	32.0
230.0	32	32.0
230.0	32	32.0
230.0	32	32.0
230.0	32	32.0
65.0	37	32.0
230.0	32	32.0
230.0	32	32.0
230.0	32	32.0
83.0	67	32.0
230.0	32	32.0
105.0	30	32.0
230.0	32	32.0
86.0	14	32.0
230.0	32	32.0
68.0	48	32.0
230.0	32	32.0
230.0	32	32.0
230.0	32	32.0
79.0	34	32.0
230.0	32	32.0
78.0	40	32.0
230.0	32	32.0
91.0	40	32.0
230.0	32	32.0
68.0	11	32.0
230.0	32	32.0
230.0	32	32.0
230.0	32	32.0
230.0	32	32.0
61.0	46	32.0
230.0	32	32.0
230.0	32	32.0
230.0	32	32.0
47.0	36	32.0
230.0	32	32.0
230.0	32	32.0
230.0	32	32.0
49.0	17	32.0
230.0	32	32.0
230.0	32	32.0
44.0	20	32.0
230.0	32	32.0
230.0	32	32.0
230.0	32	32.0
47.0	56	32.0
230.0	32	32.0
230.0	32	32.0
230.0	32	32.0
42.0	29	32.0
230.0	32	32.0
230.0	32	32.0
230.0	32	32.0
230.0	32	32.0
28.0	15	32.0
230.0	32	32.0
230.0	32	32.0
230.0	32	32.0
230.0	32	32.0
230.0	32	32.0
230.0	41	41.0
73.0	54	41.0
167.0	30	41.0
230.0	41	41.0
230.0	41	41.0
87.0	55	41.0
152.0	57	41.0
230.0	41	41.0
153.0	61	41.0
230.0	41	41.0
172.0	30	41.0
230.0	41	41.0
104.0	42	41.0
230.0	41	41.0
107.0	66	41.0
230.0	41	41.0
144.0	43	41.0
230.0	41	41.0
230.0	41	41.0
98.0	47	41.0
159.0	66	41.0
230.0	41	41.0
163.0	67	41.0
230.0	41	41.0
230.0	41	41.0
103.0	49	41.0
140.0	70	41.0
230.0	41	41.0
93.0	55	41.0
145.0	38	41.0
230.0	41	41.0
81.0	38	41.0
230.0	41	41.0
105.0	29	41.0
230.0	41	41.0
109.0	37	41.0
230.0	41	41.0
230.0	41	41.0
230.0	41	41.0
230.0	41	41.0
65.0	18	41.0
230.0	41	41.0
230.0	41	41.0
230.0	41	41.0
83.0	21	41.0
230.0	41	41.0
105.0	45	41.0
230.0	41	41.0
86.0	37	41.0
230.0	41	41.0
68.0	22	41.0
230.0	41	41.0
230.0	41	41.0
230.0	41	41.0
79.0	67	41.0
230.0	41	41.0
78.0	76	41.0
230.0	41	41.0
91.0	20	41.0
230.0	41	41.0
68.0	42	41.0
230.0	41	41.0
230.0	41	41.0
230.0	41	41.0
230.0	41	41.0
61.0	7	41.0
230.0	41	41.0
230.0	41	41.0
230.0	41	41.0
47.0	38	41.0
230.0	41	41.0
230.0	41	41.0
230.0	41	41.0
49.0	42	41.0
230.0	41	41.0
230.0	41	41.0
44.0	32	41.0
230.0	41	41.0
230.0	41	41.0
230.0	41	41.0
47.0	51	41.0
230.0	41	41.0
230.0	41	41.0
230.0	41	41.0
42.0	22	41.0
230.0	41	41.0
230.0	41	41.0
230.0	41	41.0
230.0	41	41.0
28.0	40	41.0
230.0	41	41.0
230.0	41	41.0
230.0	41	41.0
230.0	41	41.0
230.0	41	41.0
230.0	34	34.0
73.0	41	34.0
167.0	44	34.0
230.0	34	34.0
230.0	34	34.0
87.0	30	34.0
152.0	41	34.0
230.0	34	34.0
153.0	36	34.0
230.0	34	34.0
172.0	36	34.0
230.0	34	34.0
104.0	55	34.0
230.0	34	34.0
107.0	63	34.0
230.0	34	34.0
144.0	49	34.0
230.0	34	34.0
230.0	34	34.0
98.0	24	34.0
159.0	56	34.0
230.0	34	34.0
163.0	50	34.0
230.0	34	34.0
230.0	34	34.0
103.0	51	34.0
140.0	62	34.0
230.0	34	34.0
93.0	67	34.0
145.0	42	34.0
230.0	34	34.0
81.0	15	34.0
230.0	34	34.0
105.0	4	34.0
230.0	34	34.0
109.0	39	34.0
230.0	34	34.0
230.0	34	34.0
230.0	34	34.0
230.0	34	34.0
65.0	25	34.0
230.0	34	34.0
230.0	34	34.0
230.0	34	34.0
83.0	14	34.0
230.0	34	34.0
105.0	39	34.0
230.0	34	34.0
86.0	47	34.0
230.0	34	34.0
68.0	11	34.0
230.0	34	34.0
230.0	34	34.0
230.0	34	34.0
79.0	62	34.0
230.0	34	34.0
78.0	69	34.0
230.0	34	34.0
91.0	20	34.0
230.0	34	34.0
68.0	48	34.0
230.0	34	34.0
230.0	34	34.0
230.0	34	34.0
230.0	34	34.0
61.0	23	34.0
230.0	34	34.0
230.0	34	34.0
230.0	34	34.0
47.0	30	34.0
230.0	34	34.0
230.0	34	34.0
230.0	34	34.0
49.0	45	34.0
230.0	34	34.0
230.0	34	34.0
44.0	40	34.0
230.0	34	34.0
230.0	34	34.0
230.0	34	34.0
47.0	31	34.0
230.0	34	34.0
230.0	34	34.0
230.0	34	34.0
42.0	37	34.0
230.0	34	34.0
230.0	34	34.0
230.0	34	34.0
230.0	34	34.0
28.0	45	34.0
230.0	34	34.0
230.0	34	34.0
230.0	34	34.0
230.0	34	34.0
230.0	34	34.0
230.0	22	35.0
73.0	19	35.0
167.0	44	35.0
230.0	22	35.0
230.0	22	35.0
87.0	52	35.0
152.0	24	35.0
230.0	22	35.0
153.0	51	35.0
230.0	22	35.0
172.0	34	35.0
230.0	22	35.0
104.0	43	35.0
230.0	22	35.0
107.0	10	35.0
230.0	22	35.0
144.0	27	35.0
230.0	22	35.0
230.0	22	35.0
98.0	42	35.0
159.0	8	35.0
230.0	22	35.0
163.0	26	35.0
230.0	22	35.0
230.0	22	35.0
103.0	19	35.0
140.0	7	35.0
230.0	22	35.0
93.0	43	35.0
145.0	27	35.0
230.0	22	35.0
81.0	44	35.0
230.0	22	35.0
105.0	53	35.0
230.0	22	35.0
109.0	26	35.0
230.0	22	35.0
230.0	22	35.0
230.0	22	35.0
230.0	22	35.0
65.0	44	35.0
230.0	22	35.0
230.0	22	35.0
230.0	22	35.0
83.0	68	35.0
230.0	22	35.0
105.0	18	35.0
230.0	22	35.0
86.0	35	35.0
230.0	22	35.0
68.0	47	35.0
230.0	22	35.0
230.0	22	35.0
230.0	22	35.0
79.0	5	35.0
230.0	22	35.0
78.0	13	35.0
230.0	22	35.0
91.0	43	35.0
230.0	22	35.0
68.0	28	35.0
230.0	22	35.0
230.0	22	35.0
230.0	22	35.0
230.0	22	35.0
61.0	55	35.0
230.0	22	35.0
230.0	22	35.0
230.0	22	35.0
47.0	26	35.0
230.0	22	35.0
230.0	22	35.0
230.0	22	35.0
49.0	23	35.0
230.0	22	35.0
230.0	22	35.0
44.0	34	35.0
230.0	22	35.0
230.0	22	35.0
230.0	22	35.0
47.0	36	35.0
230.0	22	35.0
230.0	22	35.0
230.0	22	35.0
42.0	46	35.0
230.0	22	35.0
230.0	22	35.0
230.0	22	35.0
230.0	22	35.0
28.0	27	35.0
230.0	22	35.0
230.0	22	35.0
230.0	22	35.0
230.0	22	35.0
230.0	22	35.0
230.0	18	18.0
73.0	30	18.0
167.0	18	18.0
230.0	18	18.0
230.0	18	18.0
87.0	57	18.0
152.0	38	18.0
230.0	18	18.0
153.0	59	18.0
230.0	18	18.0
172.0	13	18.0
230.0	18	18.0
104.0	18	18.0
230.0	18	18.0
107.0	25	18.0
230.0	18	18.0
144.0	2	18.0
230.0	18	18.0
230.0	18	18.0
98.0	45	18.0
159.0	33	18.0
230.0	18	18.0
163.0	44	18.0
230.0	18	18.0
230.0	18	18.0
103.0	7	18.0
140.0	32	18.0
230.0	18	18.0
93.0	24	18.0
145.0	5	18.0
230.0	18	18.0
81.0	42	18.0
230.0	18	18.0
105.0	45	18.0
230.0	18	18.0
109.0	8	18.0
230.0	18	18.0
230.0	18	18.0
230.0	18	18.0
230.0	18	18.0
65.0	25	18.0
230.0	18	18.0
230.0	18	18.0
230.0	18	18.0
83.0	55	18.0
230.0	18	18.0
105.0	17	18.0
230.0	18	18.0
86.0	10	18.0
230.0	18	18.0
68.0	36	18.0
230.0	18	18.0
230.0	18	18.0
230.0	18	18.0
79.0	29	18.0
230.0	18	18.0
78.0	37	18.0
230.0	18	18.0
91.0	28	18.0
230.0	18	18.0
68.0	3	18.0
230.0	18	18.0
230.0	18	18.0
230.0	18	18.0
230.0	18	18.0
61.0	36	18.0
230.0	18	18.0
230.0	18	18.0
230.0	18	18.0
47.0	22	18.0
230.0	18	18.0
230.0	18	18.0
230.0	18	18.0
49.0	3	18.0
230.0	18	18.0
230.0	18	18.0
44.0	10	18.0
230.0	18	18.0
230.0	18	18.0
230.0	18	18.0
47.0	43	18.0
230.0	18	18.0
230.0	18	18.0
230.0	18	18.0
42.0	22	18.0
230.0	18	18.0
230.0	18	18.0
230.0	18	18.0
230.0	18	18.0
28.0	2	18.0
230.0	18	18.0
230.0	18	18.0
230.0	18	18.0
230.0	18	18.0
230.0	18	18.0
